Area_Locality,Society_Name,Numeric_Price,Title,BHK
Rajakilpakkam,Rajakilpakkam,8000000,2 BHK Apartment for Sale in Rajakilpakkam Chennai,2
Chinmaya Nagar,Chinmaya Nagar,12200000,3 BHK Apartment for Sale in Chinmaya Nagar Chennai,3
Semmancheri,Semmancheri,18500000,3 BHK Apartment for Sale in Semmancheri Chennai,3
Thiruvottiyur High Road,Thiruvottiyur High Road,7800000,3 BHK Apartment for Sale in Thiruvottiyur High Road Chennai,3
Shanmuga Nagar Pozhichalur,Shanmuga Nagar Pozhichalur,2990000,2 BHK Apartment for Sale in Shanmuga Nagar Pozhichalur Chennai,2
Paper Mills Road,Paper Mills Road,3779999,2 BHK Apartment for Sale in Paper Mills Road Chennai,2
Periyar Nagar Korattur,Periyar Nagar Korattur,7200000,2 BHK Apartment for Sale in Periyar Nagar Korattur Chennai,2
Baby Nagar,Baby Nagar,12000000,3 BHK Apartment for Sale in Baby Nagar Chennai,3
Arul Murugan Nagar Extension,Arul Murugan Nagar Extension,4940000,2 BHK Apartment for Sale in Arul Murugan Nagar Extension Chennai,2
Gandhi Nagar Keelakattalai,Gandhi Nagar Keelakattalai,5120000,2 BHK Apartment for Sale in Gandhi Nagar Keelakattalai Chennai,2
North Jagannatha Nagar,North Jagannatha Nagar,5000000,2 BHK Builder Floor for Sale in North Jagannatha Nagar Chennai,2
Kambar Colony,Kambar Colony,6200000,3 BHK Builder Floor for Sale in Kambar Colony Chennai,3
Sector 8 Kk Nagar,Sector 8 Kk Nagar,11000000,2 BHK Apartment for Sale in Sector 8 KK Nagar Chennai,2
East Abhiramapuram,East Abhiramapuram,9500000,2 BHK Apartment for Sale in East Abhiramapuram Chennai,2
Bharathi Nagar Ayanavaram,Bharathi Nagar Ayanavaram,7000000,2 BHK Apartment for Sale in Bharathi Nagar Ayanavaram Chennai,2
Balaji Nagar Tambaram East,Balaji Nagar Tambaram East,3500000,2 BHK Apartment for Sale in Balaji Nagar Tambaram East Chennai,2
Anakaputhur,Anakaputhur,1400000,2 BHK Builder Floor for Sale in Anakaputhur Chennai,2
Vengapakkam,Vengapakkam,2900000,2 BHK Apartment for Sale in Vengapakkam Chennai,2
S Kolathur,S Kolathur,7500000,3 BHK Builder Floor for Sale in S Kolathur Chennai,3
Medavakkam,Medavakkam,6300000,2 BHK Builder Floor for Sale in Medavakkam Chennai,2
Nammalwarpet,Nammalwarpet,9500000,3 BHK Builder Floor for Sale in Nammalwarpet Chennai,3
Ambedkar Nagar Manapakkam,Ambedkar Nagar Manapakkam,4650000,2 BHK Builder Floor for Sale in Ambedkar Nagar Manapakkam Chennai,2
Nandanam Extension,Nandanam Extension,14000000,3 BHK Builder Floor for Sale in Nandanam Extension Chennai,3
Balaiah Garden,Balaiah Garden,6000000,2 BHK Apartment for Sale in Balaiah Garden Chennai,2
Kolathur,Kolathur,4300000,2 BHK Apartment for Sale in Kolathur Chennai,2
Jeyachandran Nagar,Jeyachandran Nagar,5800000,2 BHK Builder Floor for Sale in Jeyachandran Nagar Chennai,2
Panner Nagar,Panner Nagar,12200000,3 BHK Apartment for Sale in Panner Nagar Chennai,3
Jaswant Nagar,Jaswant Nagar,9400000,3 BHK Apartment for Sale in Jaswant Nagar Chennai,3
Jaswant Nagar,Jaswant Nagar,5100000,2 BHK Apartment for Sale in Jaswant Nagar Chennai,2
Pattalam,Pattalam,10000000,3 BHK Penthouse for Sale in Pattalam Chennai,3
Chinnaiyan Colony Perambur,Chinnaiyan Colony Perambur,6300000,2 BHK Apartment for Sale in Chinnaiyan Colony Perambur Chennai,2
Pallikaranai,Pallikaranai,5600000,2 BHK Apartment for Sale in Pallikaranai Chennai,2
Medavakkam,Medavakkam,9510000,3 BHK Apartment for Sale in Medavakkam Chennai,3
Kattupakkam,Kattupakkam,6000000,2 BHK Apartment for Sale in Kattupakkam Chennai,2
Arumbakkam,Arumbakkam,8000000,2 BHK Apartment for Sale in Arumbakkam Chennai,2
Pallikaranai,Pallikaranai,7800000,2 BHK Apartment for Sale in Pallikaranai Chennai,2
Sriperumbudur,Sriperumbudur,1510000,2 BHK Apartment for Sale in Sriperumbudur Chennai,2
Iyyappanthangal,Iyyappanthangal,8500000,3 BHK Apartment for Sale in Iyyappanthangal Chennai,3
Vasantham Colony Tambaram West,Vasantham Colony Tambaram West,6900000,3 BHK Apartment for Sale in Vasantham Colony Tambaram West Chennai,3
Manapakkam,Manapakkam,7000000,2 BHK Apartment for Sale in Manapakkam Chennai,2
Thiruneermalai,Thiruneermalai,4500000,2 BHK Apartment for Sale in Thiruneermalai Chennai,2
Lakshmi Nagar Pozhichalur,Lakshmi Nagar Pozhichalur,2850000,2 BHK Apartment for Sale in Lakshmi Nagar Pozhichalur Chennai,2
Vgp Shanthi Nagar,Vgp Shanthi Nagar,7690000,2 BHK Apartment for Sale in VGP Shanthi Nagar Chennai,2
Sardar Patel Road,Sardar Patel Road,22100000,3 BHK Apartment for Sale in Sardar Patel Road Chennai,3
Maxworth Nagar,Maxworth Nagar,4500000,2 BHK Apartment for Sale in Maxworth Nagar Chennai,2
Gandhi Nagar Keelakattalai,Gandhi Nagar Keelakattalai,5300000,2 BHK Apartment for Sale in Gandhi Nagar Keelakattalai Chennai,2
J J Nagar Mogappair East,J J Nagar Mogappair East,8000000,2 BHK Builder Floor for Sale in J J Nagar Mogappair East Chennai,2
Surendra Nagar,Surendra Nagar,10800000,3 BHK Apartment for Sale in Surendra Nagar Chennai,3
Sowmya Nagar,Sowmya Nagar,4200000,2 BHK Apartment for Sale in Sowmya Nagar Chennai,2
Radha Nagar Nesamani Nagar,Radha Nagar Nesamani Nagar,4000000,2 BHK Builder Floor for Sale in Radha Nagar Nesamani Nagar Chennai,2
Kasmapuram,Kasmapuram,4500000,2 BHK Apartment for Sale in Kasmapuram Chennai,2
Iit Colony,Iit Colony,5200000,2 BHK Apartment for Sale in IIT Colony Chennai,2
Durga Nagar Tambaram,Durga Nagar Tambaram,3400000,2 BHK Apartment for Sale in Durga Nagar Tambaram Chennai,2
Alex Nagar Colony,Alex Nagar Colony,6000000,3 BHK Apartment for Sale in Alex Nagar Colony Chennai,3
Lb Road,Lb Road,7850000,3 BHK Apartment for Sale in LB Road Chennai,3
Lb Road,Lb Road,15900000,3 BHK Apartment for Sale in LB Road Chennai,3
Welcome Colony,Welcome Colony,9500000,3 BHK Apartment for Sale in Welcome Colony Chennai,3
Ramamoorthy Avenue,Ramamoorthy Avenue,4500000,2 BHK Apartment for Sale in Ramamoorthy Avenue Chennai,2
Tvs Colony,Tvs Colony,9800000,2 BHK Apartment for Sale in TVS Colony Chennai,2
Balaji Nagar Selaiyur,Balaji Nagar Selaiyur,4200000,2 BHK Apartment for Sale in Balaji Nagar Selaiyur Chennai,2
Harrington Road,Harrington Road,40100000,3 BHK Builder Floor for Sale in Harrington Road Chennai,3
Balaji Nagar Padi,Balaji Nagar Padi,6800000,2 BHK Apartment for Sale in Balaji Nagar Padi Chennai,2
Valasaravakkam,Valasaravakkam,7500000,2 BHK Apartment for Sale in Valasaravakkam Chennai,2
Kasturba Nagar Adyar,Kasturba Nagar Adyar,28200000,3 BHK Builder Floor for Sale in Kasturba Nagar Adyar Chennai,3
Pallikaranai,Pallikaranai,5800000,2 BHK Builder Floor for Sale in Pallikaranai Chennai,2
Kolathur,Kolathur,8700000,3 BHK Apartment for Sale in Kolathur Chennai,3
Avadi,Avadi,2950000,2 BHK Builder Floor for Sale in Avadi Chennai,2
Adyar,Adyar,15000000,2 BHK Apartment for Sale in Adyar Chennai,2
New Avadi Road,New Avadi Road,3560000,2 BHK Apartment for Sale in New Avadi Road Chennai,2
Paper Mills Road,Paper Mills Road,6000000,2 BHK Apartment for Sale in Paper Mills Road Chennai,2
Arul Murugan Nagar Extension,Arul Murugan Nagar Extension,7809999,3 BHK Apartment for Sale in Arul Murugan Nagar Extension Chennai,3
Assisi Nagar Madhavaram,Assisi Nagar Madhavaram,6000000,3 BHK Apartment for Sale in Assisi Nagar Madhavaram Chennai,3
Kkr Nagar,Kkr Nagar,4129999,2 BHK Apartment for Sale in Kkr Nagar Chennai,2
Ayanavaram,Ayanavaram,8000000,2 BHK Apartment for Sale in Ayanavaram Chennai,2
Kambar Colony,Kambar Colony,9000000,2 BHK Apartment for Sale in Kambar Colony Chennai,2
Ring Road Housing Sector,Ring Road Housing Sector,5000000,2 BHK Apartment for Sale in Ring Road Housing Sector Chennai,2
Pattara Vakkam,Pattara Vakkam,3800000,2 BHK Apartment for Sale in Pattara Vakkam Chennai,2
Phase 1 Millennium Town,Phase 1 Millennium Town,6500000,2 BHK Apartment for Sale in Phase 1 Millennium Town Chennai,2
Thiruporur,Thiruporur,3400000,2 BHK Apartment for Sale in Thiruporur Chennai,2
Jamalia,Jamalia,4700000,2 BHK Apartment for Sale in Jamalia Chennai,2
Ambedkar Nagar Manapakkam,Ambedkar Nagar Manapakkam,3900000,2 BHK Builder Floor for Sale in Ambedkar Nagar Manapakkam Chennai,2
Janaki Nagar Maduravoyal,Janaki Nagar Maduravoyal,11000000,3 BHK Apartment for Sale in Janaki Nagar Maduravoyal Chennai,3
Sithalapakkam,Sithalapakkam,6500000,3 BHK Builder Floor for Sale in Sithalapakkam Chennai,3
Balaiah Garden,Balaiah Garden,8000000,3 BHK Apartment for Sale in Balaiah Garden Chennai,3
Panner Nagar,Panner Nagar,10000000,3 BHK Apartment for Sale in Panner Nagar Chennai,3
Koyambedu,Koyambedu,17500000,2 BHK Apartment for Sale in Koyambedu Chennai,2
Rajakilpakkam,Rajakilpakkam,7200000,2 BHK Apartment for Sale in Rajakilpakkam Chennai,2
Mevalurkuppam,Mevalurkuppam,2000000,2 BHK Builder Floor for Sale in Mevalurkuppam Chennai,2
Tambaram West Tambaram,Tambaram West Tambaram,4800000,3 BHK Builder Floor for Sale in Tambaram West Tambaram Chennai,3
Pallikaranai,Pallikaranai,6500000,2 BHK Builder Floor for Sale in Pallikaranai Chennai,2
Omr,Omr,7200000,2 BHK Apartment for Sale in OMR Chennai,2
Kelambakkam,Kelambakkam,5000000,2 BHK Apartment for Sale in Kelambakkam Chennai,2
Pattabiram,Pattabiram,5500000,3 BHK Builder Floor for Sale in Pattabiram Chennai,3
Balakrishnapuram,Balakrishnapuram,8400000,2 BHK Apartment for Sale in balakrishnapuram Chennai,2
Madambakkam,Madambakkam,6000000,2 BHK Apartment for Sale in Madambakkam Chennai,2
Akbarabad,Akbarabad,16000000,2 BHK Apartment for Sale in Akbarabad Chennai,2
Pallikaranai,Pallikaranai,12500000,3 BHK Apartment for Sale in Pallikaranai Chennai,3
Perungudi,Perungudi,18000000,3 BHK Apartment for Sale in Perungudi Chennai,3
Mangadu,Mangadu,5050000,2 BHK Apartment for Sale in Mangadu Chennai,2
Radha Vihar,Radha Vihar,3650000,3 BHK Apartment for Sale in Radha Vihar Chennai,3
Manancheri,Manancheri,2310000,2 BHK Apartment for Sale in Manancheri Chennai,2
Eldams Road,Eldams Road,5340000,3 BHK Apartment for Sale in Eldams Road Chennai,3
Srinivasa Nagar Sikkarayapuram,Srinivasa Nagar Sikkarayapuram,3560000,2 BHK Apartment for Sale in Srinivasa Nagar Sikkarayapuram Chennai,2
Lakshmi Nagar Pozhichalur,Lakshmi Nagar Pozhichalur,3320000,2 BHK Apartment for Sale in Lakshmi Nagar Pozhichalur Chennai,2
Villivakkam,Villivakkam,7000000,2 BHK Apartment for Sale in Villivakkam Chennai,2
Eldams Road,Eldams Road,5100000,3 BHK Apartment for Sale in Eldams Road Chennai,3
Arul Murugan Nagar Pozhichalur,Arul Murugan Nagar Pozhichalur,6800000,3 BHK Apartment for Sale in Arul Murugan Nagar Pozhichalur Chennai,3
Vasantham Nagar Bhaktavatsala Puram,Vasantham Nagar Bhaktavatsala Puram,4500000,2 BHK Apartment for Sale in Vasantham Nagar Bhaktavatsala Puram Chennai,2
Koyambedu,Koyambedu,8100000,2 BHK Builder Floor for Sale in Koyambedu Chennai,2
Saidapet,Saidapet,9990000,2 BHK Apartment for Sale in Saidapet Chennai,2
Arasankalani,Arasankalani,4000000,2 BHK Apartment for Sale in Arasankalani Chennai,2
Sithalapakkam,Sithalapakkam,4500000,2 BHK Builder Floor for Sale in Sithalapakkam Chennai,2
Veerabhadra Nagar,Veerabhadra Nagar,8500000,3 BHK Apartment for Sale in Veerabhadra Nagar Chennai,3
Tharamani,Tharamani,5500000,2 BHK Builder Floor for Sale in Tharamani Chennai,2
Singaperumal Koil,Singaperumal Koil,2400000,2 BHK Builder Floor for Sale in Singaperumal Koil Chennai,2
Gem Nagar,Gem Nagar,5000000,3 BHK Builder Floor for Sale in Gem Nagar Chennai,3
Senganmal,Senganmal,5200000,3 BHK Apartment for Sale in Senganmal Chennai,3
Gem Nagar,Gem Nagar,2500000,2 BHK Apartment for Sale in Gem Nagar Chennai,2
Paper Mills Road,Paper Mills Road,4500000,2 BHK Apartment for Sale in Paper Mills Road Chennai,2
Panner Nagar,Panner Nagar,9000000,2 BHK Apartment for Sale in Panner Nagar Chennai,2
Pennalur,Pennalur,5500000,2 BHK Builder Floor for Sale in Pennalur Chennai,2
Rk Nagar Raja Annamalai Puram,Rk Nagar Raja Annamalai Puram,10000000,2 BHK Apartment for Sale in RK Nagar Raja Annamalai Puram Chennai,2
Viduthalai Nagar,Viduthalai Nagar,4500000,2 BHK Builder Floor for Sale in Viduthalai Nagar Chennai,2
Ramachandra Nagar Kolapakkam,Ramachandra Nagar Kolapakkam,7700000,3 BHK Builder Floor for Sale in Ramachandra Nagar Kolapakkam Chennai,3
Vijaya Gardens,Vijaya Gardens,9400000,2 BHK Apartment for Sale in Vijaya Gardens Chennai,2
Gill Nagar,Gill Nagar,10000000,2 BHK Builder Floor for Sale in Gill Nagar Chennai,2
Ngo Colony Choolaimedu,Ngo Colony Choolaimedu,13500000,3 BHK Apartment for Sale in NGO Colony Choolaimedu Chennai,3
Bharathi Nagar Ayanavaram,Bharathi Nagar Ayanavaram,12200000,3 BHK Apartment for Sale in Bharathi Nagar Ayanavaram Chennai,3
Sardar Patel Road,Sardar Patel Road,14800000,2 BHK Apartment for Sale in Sardar Patel Road Chennai,2
Kolkata,Kolkata,4000000,2 BHK Apartment for Sale in Kolkata Chennai,2
Icl Home Town,Icl Home Town,4500000,2 BHK Builder Floor for Sale in ICL Home Town Chennai,2
Icl Home Town,Icl Home Town,4000000,2 BHK Builder Floor for Sale in ICL Home Town Chennai,2
Icl Home Town,Icl Home Town,5000000,2 BHK Apartment for Sale in ICL Home Town Chennai,2
Annai Sathya Nagar Nesapakkam,Annai Sathya Nagar Nesapakkam,12000000,2 BHK Apartment for Sale in Annai Sathya Nagar Nesapakkam Chennai,2
Karthikeyan Nagar,Karthikeyan Nagar,6570000,2 BHK Apartment for Sale in Karthikeyan Nagar Chennai,2
Siva Sakthi Nagar Ayappakkam,Siva Sakthi Nagar Ayappakkam,5500000,2 BHK Apartment for Sale in Siva Sakthi Nagar Ayappakkam Chennai,2
Siva Sakthi Nagar Ayappakkam,Siva Sakthi Nagar Ayappakkam,4000000,2 BHK Builder Floor for Sale in Siva Sakthi Nagar Ayappakkam Chennai,2
Radha Nagar Nesamani Nagar,Radha Nagar Nesamani Nagar,7500000,3 BHK Apartment for Sale in Radha Nagar Nesamani Nagar Chennai,3
Rajaji Nagar Tiruvottiyur,Rajaji Nagar Tiruvottiyur,11000000,3 BHK Apartment for Sale in Rajaji Nagar Tiruvottiyur Chennai,3
Chandrasekhar Avenue,Chandrasekhar Avenue,8100000,2 BHK Apartment for Sale in Chandrasekhar Avenue Chennai,2
Chandrasekhar Avenue,Chandrasekhar Avenue,7609999,2 BHK Apartment for Sale in Chandrasekhar Avenue Chennai,2
Dhanalakshmi Nagar Tambaram,Dhanalakshmi Nagar Tambaram,4500000,2 BHK Builder Floor for Sale in Dhanalakshmi Nagar Tambaram Chennai,2
Harita Enclave,Harita Enclave,6200000,3 BHK Apartment for Sale in Harita Enclave Chennai,3
Shastri Nagar Vyasarpadi,Shastri Nagar Vyasarpadi,17300000,3 BHK Apartment for Sale in Shastri Nagar Vyasarpadi Chennai,3
Shastri Nagar Vyasarpadi,Shastri Nagar Vyasarpadi,35000000,2 BHK Builder Floor for Sale in Shastri Nagar Vyasarpadi Chennai,2
Natesan Nagar Madhavaram,Natesan Nagar Madhavaram,13200000,3 BHK Apartment for Sale in Natesan Nagar Madhavaram Chennai,3
Mangla Nagar,Mangla Nagar,17500000,3 BHK Apartment for Sale in Mangla Nagar Chennai,3
Adithanar Nagar,Adithanar Nagar,4460000,3 BHK Apartment for Sale in Adithanar Nagar Chennai,3
Cit Nagar West,Cit Nagar West,14800000,2 BHK Builder Floor for Sale in CIT Nagar West Chennai,2
Kamaraj Avenue,Kamaraj Avenue,9000000,2 BHK Builder Floor for Sale in Kamaraj Avenue Chennai,2
Sai Baba Colony,Sai Baba Colony,7500000,2 BHK Apartment for Sale in Sai Baba Colony Chennai,2
Iob Colony Selaiyur,Iob Colony Selaiyur,6000000,2 BHK Apartment for Sale in IOB Colony Selaiyur Chennai,2
Iob Colony Selaiyur,Iob Colony Selaiyur,6900000,3 BHK Apartment for Sale in IOB Colony Selaiyur Chennai,3
Secretariat Colony Tiruvancheri,Secretariat Colony Tiruvancheri,8200000,3 BHK Apartment for Sale in Secretariat Colony Tiruvancheri Chennai,3
Gandhi Nagar Thoraipakkam,Gandhi Nagar Thoraipakkam,15500000,3 BHK Apartment for Sale in Gandhi Nagar Thoraipakkam Chennai,3
Lenin Nagar,Lenin Nagar,2950000,2 BHK Apartment for Sale in Lenin Nagar Chennai,2
Lenin Nagar,Lenin Nagar,4200000,2 BHK Builder Floor for Sale in Lenin Nagar Chennai,2
Kamarajapuram Anakaputhur,Kamarajapuram Anakaputhur,4370000,2 BHK Apartment for Sale in Kamarajapuram Anakaputhur Chennai,2
Kamarajapuram Anakaputhur,Kamarajapuram Anakaputhur,4270000,2 BHK Apartment for Sale in Kamarajapuram Anakaputhur Chennai,2
Jamin Rayapettah,Jamin Rayapettah,4000000,2 BHK Apartment for Sale in Jamin Rayapettah Chennai,2
Jamin Rayapettah,Jamin Rayapettah,6200000,3 BHK Apartment for Sale in Jamin Rayapettah Chennai,3
Dhanalakshmi Nagar Tambaram,Dhanalakshmi Nagar Tambaram,5900000,3 BHK Apartment for Sale in Dhanalakshmi Nagar Tambaram Chennai,3
Ganapathy Nagar Vandalur,Ganapathy Nagar Vandalur,6500000,3 BHK Apartment for Sale in Ganapathy Nagar Vandalur Chennai,3
Ganapathy Nagar Vandalur,Ganapathy Nagar Vandalur,3700000,2 BHK Builder Floor for Sale in Ganapathy Nagar Vandalur Chennai,2
Srp Colony,Srp Colony,13600000,3 BHK Apartment for Sale in SRP Colony Chennai,3
Kundrathur,Kundrathur,3370000,2 BHK Apartment for Sale in Kundrathur Chennai,2
Anna Nagar West,Anna Nagar West,4000000,2 BHK Apartment for Sale in Anna Nagar West Chennai,2
Ambattur,Ambattur,14000000,3 BHK Apartment for Sale in Ambattur Chennai,3
Thiruninravur,Thiruninravur,3600000,2 BHK Apartment for Sale in Thiruninravur Chennai,2
Kk Nagar,Kk Nagar,32000000,3 BHK Apartment for Sale in KK Nagar Chennai,3
Omr,Omr,19400000,3 BHK Apartment for Sale in OMR Chennai,3
Soorapattu,Soorapattu,2150000,2 BHK Apartment for Sale in Soorapattu Chennai,2
Kotturpuram,Kotturpuram,16000000,2 BHK Apartment for Sale in Kotturpuram Chennai,2
Madipakkam,Madipakkam,3500000,2 BHK Apartment for Sale in Madipakkam Chennai,2
Lb Road,Lb Road,20000000,3 BHK Apartment for Sale in LB Road Chennai,3
Jamalia,Jamalia,8000000,2 BHK Apartment for Sale in Jamalia Chennai,2
Amman Nagar Keelkattalai,Amman Nagar Keelkattalai,6900000,3 BHK Apartment for Sale in Amman Nagar Keelkattalai Chennai,3
Ganapathy Nagar Kovilambakkam,Ganapathy Nagar Kovilambakkam,7590000,3 BHK Apartment for Sale in Ganapathy Nagar Kovilambakkam Chennai,3
Ganapathy Nagar Kovilambakkam,Ganapathy Nagar Kovilambakkam,8900000,3 BHK Apartment for Sale in Ganapathy Nagar Kovilambakkam Chennai,3
Ganapathy Nagar Kovilambakkam,Ganapathy Nagar Kovilambakkam,5920000,2 BHK Apartment for Sale in Ganapathy Nagar Kovilambakkam Chennai,2
Ganapathy Nagar Kovilambakkam,Ganapathy Nagar Kovilambakkam,8430000,3 BHK Apartment for Sale in Ganapathy Nagar Kovilambakkam Chennai,3
Ganapathy Nagar Kovilambakkam,Ganapathy Nagar Kovilambakkam,4500000,2 BHK Apartment for Sale in Ganapathy Nagar Kovilambakkam Chennai,2
Block Ah Anna Nagar,Block Ah Anna Nagar,24000000,3 BHK Apartment for Sale in Block AH Anna Nagar Chennai,3
Block Ah Anna Nagar,Block Ah Anna Nagar,20000000,3 BHK Apartment for Sale in Block AH Anna Nagar Chennai,3
Sterling Road,Sterling Road,56200000,3 BHK Builder Floor for Sale in Sterling Road Chennai,3
Soorapattu,Soorapattu,2800000,2 BHK Apartment for Sale in Soorapattu Chennai,2
Gayatri Nagar,Gayatri Nagar,6200000,3 BHK Flat for Sale in Gayatri Nagar Chennai,3
Gayatri Nagar,Gayatri Nagar,9000000,3 BHK Flat for Sale in Gayatri Nagar Chennai,3
Janaki Nagar Maduravoyal,Janaki Nagar Maduravoyal,7800000,2 BHK Flat for Sale in Janaki Nagar Maduravoyal Chennai,2
Janaki Nagar Maduravoyal,Janaki Nagar Maduravoyal,8020000,2 BHK Flat for Sale in Janaki Nagar Maduravoyal Chennai,2
Janaki Nagar Maduravoyal,Janaki Nagar Maduravoyal,8910000,2 BHK Flat for Sale in Janaki Nagar Maduravoyal Chennai,2
Anna Nagar Madhavaram,Anna Nagar Madhavaram,4500000,2 BHK Flat for Sale in Anna Nagar Madhavaram Chennai,2
Anna Nagar Madhavaram,Anna Nagar Madhavaram,8550000,3 BHK Flat for Sale in Anna Nagar Madhavaram Chennai,3
Ambedkar Nagar Manapakkam,Ambedkar Nagar Manapakkam,3900000,2 BHK Flat for Sale in Ambedkar Nagar Manapakkam Chennai,2
Ambedkar Nagar Manapakkam,Ambedkar Nagar Manapakkam,3800000,2 BHK Flat for Sale in Ambedkar Nagar Manapakkam Chennai,2
Indira Nagar Adyar,Indira Nagar Adyar,12500000,2 BHK Flat for Sale in Indira Nagar Adyar Chennai,2
Korattur,Korattur,5000000,2 BHK Flat for Sale in Korattur Chennai,2
Villiambakkam,Villiambakkam,5000000,2 BHK Flat for Sale in Villiambakkam Chennai,2
Nolambur,Nolambur,11000000,3 BHK Flat for Sale in Nolambur Chennai,3
Rajaji Nagar Meenatchi Sundareswarar Koil,Rajaji Nagar Meenatchi Sundareswarar Koil,9000000,3 BHK Flat for Sale in Rajaji Nagar Meenatchi Sundareswarar Koil Chennai,3
Rajaji Nagar Meenatchi Sundareswarar Koil,Rajaji Nagar Meenatchi Sundareswarar Koil,6500000,2 BHK Flat for Sale in Rajaji Nagar Meenatchi Sundareswarar Koil Chennai,2
Ramamoorthy Avenue,Ramamoorthy Avenue,7500000,2 BHK Flat for Sale in Ramamoorthy Avenue Chennai,2
Kamaraj Nagar Perungudi,Kamaraj Nagar Perungudi,12500000,2 BHK Flat for Sale in Kamaraj Nagar Perungudi Chennai,2
Kamaraj Nagar Perungudi,Kamaraj Nagar Perungudi,11000000,3 BHK Flat for Sale in Kamaraj Nagar Perungudi Chennai,3
Poonamallee Flyover,Poonamallee Flyover,4000000,3 BHK Flat for Sale in Poonamallee Flyover Chennai,3
Poonamallee Flyover,Poonamallee Flyover,2700000,2 BHK Flat for Sale in Poonamallee Flyover Chennai,2
Manancheri,Manancheri,4200000,2 BHK Flat for Sale in Manancheri Chennai,2
Chinna Nolambur,Chinna Nolambur,6500000,2 BHK Flat for Sale in Chinna Nolambur Chennai,2
Manancheri,Manancheri,2300000,2 BHK Flat for Sale in Manancheri Chennai,2
Konerikuppam,Konerikuppam,3400000,2 BHK Flat for Sale in Konerikuppam Chennai,2
Kavya Garden,Kavya Garden,6900000,3 BHK Flat for Sale in Kavya Garden Chennai,3
Kavya Garden,Kavya Garden,5600000,2 BHK Flat for Sale in Kavya Garden Chennai,2
Lakshmi Nagar Porur,Lakshmi Nagar Porur,5600000,2 BHK Flat for Sale in Lakshmi Nagar Porur Chennai,2
Bethel Nagar Perungudi,Bethel Nagar Perungudi,9900000,3 BHK Flat for Sale in Bethel Nagar Perungudi Chennai,3
Thiruninravur,Thiruninravur,3500000,2 BHK Flat for Sale in Thiruninravur Chennai,2
Sachidananda Puram,Sachidananda Puram,4750000,2 BHK Flat for Sale in Sachidananda Puram Chennai,2
Sachidananda Puram,Sachidananda Puram,5100000,2 BHK Flat for Sale in Sachidananda Puram Chennai,2
Balaji Nagar Selaiyur,Balaji Nagar Selaiyur,4200000,2 BHK Flat for Sale in Balaji Nagar Selaiyur Chennai,2
Balaji Nagar Selaiyur,Balaji Nagar Selaiyur,4250000,2 BHK Flat for Sale in Balaji Nagar Selaiyur Chennai,2
Valmiki Nagar,Valmiki Nagar,45000000,3 BHK Flat for Sale in Valmiki Nagar Chennai,3
Mogappair,Mogappair,11500000,3 BHK Flat for Sale in Mogappair Chennai,3
Harrington Road,Harrington Road,41700000,3 BHK Flat for Sale in Harrington Road Chennai,3
Karthikeyan Nagar,Karthikeyan Nagar,6570000,2 BHK Flat for Sale in Karthikeyan Nagar Chennai,2
Gem Nagar,Gem Nagar,2500000,2 BHK Flat for Sale in Gem Nagar Chennai,2
Thiruporur,Thiruporur,2950000,2 BHK Flat for Sale in Thiruporur Chennai,2
Banu Nagar,Banu Nagar,4250000,2 BHK Flat for Sale in Banu Nagar Chennai,2
Banu Nagar,Banu Nagar,6400000,3 BHK Flat for Sale in Banu Nagar Chennai,3
Chinna Nolambur,Chinna Nolambur,6100000,2 BHK Flat for Sale in Chinna Nolambur Chennai,2
Kambar Colony,Kambar Colony,9000000,2 BHK Flat for Sale in Kambar Colony Chennai,2
Gnanamoorthy Nagar,Gnanamoorthy Nagar,5710000,2 BHK Flat for Sale in Gnanamoorthy Nagar Chennai,2
Gnanamoorthy Nagar,Gnanamoorthy Nagar,5690000,2 BHK Flat for Sale in Gnanamoorthy Nagar Chennai,2
Gnanamoorthy Nagar,Gnanamoorthy Nagar,5390000,2 BHK Flat for Sale in Gnanamoorthy Nagar Chennai,2
Jaswant Nagar,Jaswant Nagar,8800000,2 BHK Flat for Sale in Jaswant Nagar Chennai,2
Madipakkam,Madipakkam,6000000,2 BHK Flat for Sale in Madipakkam Chennai,2
Triplicane,Triplicane,6000000,2 BHK Flat for Sale in Triplicane Chennai,2
Chromepet,Chromepet,7200000,3 BHK Flat for Sale in Chromepet Chennai,3
Thiruverkadu,Thiruverkadu,3300000,2 BHK Flat for Sale in Thiruverkadu Chennai,2
Jamin Rayapettah,Jamin Rayapettah,4000000,2 BHK Flat for Sale in Jamin Rayapettah Chennai,2
Jamin Rayapettah,Jamin Rayapettah,6200000,3 BHK Flat for Sale in Jamin Rayapettah Chennai,3
Nagalkeni,Nagalkeni,7000000,3 BHK Flat for Sale in Nagalkeni Chennai,3
Nagalkeni,Nagalkeni,4200000,2 BHK Flat for Sale in Nagalkeni Chennai,2
Bhaskar Colony Saligramam,Bhaskar Colony Saligramam,14000000,2 BHK Flat for Sale in Bhaskar Colony Saligramam Chennai,2
Kelambakkam,Kelambakkam,4200000,2 BHK Flat for Sale in Kelambakkam Chennai,2
Omr,Omr,7600000,3 BHK Flat for Sale in OMR Chennai,3
Anna Main Road,Anna Main Road,16000000,2 BHK Flat for Sale in Anna Main Road Chennai,2
Golden George Nagar,Golden George Nagar,7400000,2 BHK Flat for Sale in Golden George Nagar Chennai,2
